Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Cacao Store,Madagascar,2015,70.0,Japan,3.0,Trinitario,Madagascar
Cacao Store,Peru,2015,70.0,Japan,3.25,Blend,Peru
Cacao Store,Vietnam,2015,70.0,Japan,3.5,Trinitario,Vietnam
Cacaosuyo (Theobroma Inversiones),Piura,2013,70.0,Peru,3.25,Blend,Peru
Cacaoyere (Ecuatoriana),Amazonia,2008,63.0,Ecuador,3.5,Forastero (Arriba),Ecuador
Cacaoyere (Ecuatoriana),Esmeraldas,2008,71.0,Ecuador,3.5,Forastero (Arriba),Ecuador
Cacaoyere (Ecuatoriana),Bolivar,2008,82.0,Ecuador,2.5,Forastero (Arriba),Ecuador
Cacaoyere (Ecuatoriana),Pichincha,2008,91.0,Ecuador,1.5,Forastero (Arriba),Ecuador
Callebaut,Grenade,2008,60.0,Belgium,2.75,Trinitario,Grenada
Callebaut,Baking,2007,70.0,Belgium,1.0,Blend,Ecuador
C-Amaro,Cuba,2014,75.0,Italy,2.5,Blend,Cuba
C-Amaro,Dominican Republic,2014,72.0,Italy,3.0,Blend,Dominican Republic
C-Amaro,"Lago di Como, Blu",2014,70.0,Italy,3.5,Blend,Other
C-Amaro,Ecuador,2013,100.0,Italy,3.5,Blend,Ecuador
C-Amaro,Venezuela,2012,80.0,Italy,3.0,Blend,Venezuela
C-Amaro,Sao Tome,2011,78.0,Italy,2.25,Forastero,Sao Tome
C-Amaro,Trinidad,2011,70.0,Italy,2.5,Trinitario,Trinidad
Cao,Porcelana,2016,75.0,U.S.A.,2.5,Criollo,Venezuela
Cao,Tanzania,2016,73.0,U.S.A.,2.75,Blend,Tanzania
Cao,"Porcelana, Batch 5163",2016,70.0,U.S.A.,3.0,Criollo,Venezuela
Cao,Bolivia,2016,75.0,U.S.A.,3.0,Blend,Bolivia
Cao,Brazil,2016,70.0,U.S.A.,3.25,Trinitario,Brazil
Caoni (Tulicorp),Esmeraldas,2008,77.0,Ecuador,2.0,Forastero (Arriba),Ecuador
Caoni (Tulicorp),Manabi,2008,77.0,Ecuador,2.5,Forastero (Arriba),Ecuador
Caoni (Tulicorp),Los Rios,2008,77.0,Ecuador,2.75,Forastero (Arriba),Ecuador
Caoni (Tulicorp),Manabi,2008,55.0,Ecuador,3.0,Forastero (Arriba),Ecuador
Caoni (Tulicorp),Los Rios,2008,55.0,Ecuador,3.25,Forastero (Arriba),Ecuador
Caoni (Tulicorp),Esmeraldas,2008,55.0,Ecuador,3.5,Forastero (Arriba),Ecuador
Captain Pembleton,"Saidor Estate, Madang P.",2014,70.0,New Zealand,3.5,Trinitario,Papua New Guinea
Captain Pembleton,Kulili Estate,2014,70.0,New Zealand,3.75,Blend,Papua New Guinea
Caribeans,"Antigua, Special Reserve",2015,72.0,Costa Rica,3.5,Blend,Guatemala
Caribeans,"Talamanca, Raul-Kekoldo community",2015,72.0,Costa Rica,3.25,Blend,Costa Rica
Caribeans,Anselmo Paraiso Estate,2015,72.0,Costa Rica,3.5,Blend,Costa Rica
Caribeans,Costa Rica,2012,72.0,Costa Rica,3.0,Forastero,Costa Rica
Caribeans,Costa Rica,2012,80.0,Costa Rica,2.75,Forastero,Costa Rica
Carlotta Chocolat,Arauca,2016,65.0,Colombia,3.0,Trinitario,Colombia
Carlotta Chocolat,Tumaco,2016,65.0,Colombia,3.25,Trinitario,Colombia
Carlotta Chocolat,Cordoba,2016,65.0,Colombia,3.25,Trinitario,Colombia
Carlotta Chocolat,Huila,2016,65.0,Colombia,3.5,Trinitario,Colombia
Carlotta Chocolat,Cesar,2016,65.0,Colombia,3.5,CCN51,Colombia
Castronovo,"Maya Mtn, Batch 454, Heirloom",2016,72.0,U.S.A.,4.0,Trinitario,Belize
Castronovo,"the lost city, gracias a dias, batch 362",2015,72.0,U.S.A.,3.5,Trinitario,Honduras
Castronovo,"Duarte, Batch 360",2015,70.0,U.S.A.,3.75,"Criollo, Trinitario",Domincan Republic
Castronovo,"Piaroa, Amazonas, Batch 350",2015,72.0,U.S.A.,3.5,Blend,Venezuela
Castronovo,Sierra Nevada,2014,72.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia
Castronovo,Arauca,2014,76.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia
Castronovo,Elvesia P.,2014,70.0,U.S.A.,2.75,Trinitario,Dominican Republic
Castronovo,Bolivia,2013,70.0,U.S.A.,3.0,Trinitario,Bolivia
Castronovo,Conacado,2013,73.0,U.S.A.,3.5,Trinitario,Dominican Republic
Castronovo,San Martin,2013,70.0,U.S.A.,2.5,Criollo,Peru
Castronovo,"Guaniamo, Amazonas",2013,70.0,U.S.A.,3.25,Blend,Venezuela
Castronovo,Nicaragua,2013,72.0,U.S.A.,3.25,Trinitario,Nicaragua
Castronovo,Tumbes,2013,70.0,U.S.A.,2.75,Criollo,Peru
Castronovo,Guaniamo,2013,72.0,U.S.A.,3.0,Blend,Venezuela
Cello,Ecuador,2014,70.0,U.S.A.,2.5,Blend,Ecuador
Cello,Peru,2014,70.0,U.S.A.,2.75,Blend,Peru
Cello,Venezuela,2014,70.0,U.S.A.,2.75,Blend,Venezuela
Cello,Bolivia,2014,70.0,U.S.A.,3.0,Blend,Bolivia
Cemoi,Equateur,2009,72.0,France,2.75,Blend,Ecuador
Chaleur B,Uganda,2014,70.0,Canada,2.75,Forastero,Uganda
Charm School,Maya Mtn,2016,70.0,U.S.A.,3.25,Blend,Belize
Chchukululu (Tulicorp),Arriba,2010,55.0,Ecuador,2.75,Forastero (Arriba),Ecuador
Chchukululu (Tulicorp),Los Rios,2008,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador
Chequessett,la Amistad,2014,70.0,U.S.A.,3.5,Blend,Costa Rica
Chloe Chocolat,Blend No. 1,2011,70.0,France,3.5,Blend,Other
Chocablog,Ecuador,2015,70.0,U.K.,3.25,Blend,Ecuador
Choco Del Sol,Maya Mountain w/ nibs,2014,75.0,Germany,3.0,Trinitario,Belize
Choco Del Sol,Maya Mountain,2014,82.0,Germany,3.25,Trinitario,Belize
Choco Dong,"Mekong Delta, early 2014 Harvest",2015,70.0,South Korea,2.75,Trinitario,Vietnam
Choco Dong,"Tawau, Oct. 2015 Harvest",2015,70.0,South Korea,3.5,Trinitario,Malaysia
Chocolarder,Peru,2015,65.0,U.K.,2.5,Criollo,Peru
Chocolarder,Peru + nibs,2015,65.0,U.K.,2.75,Criollo,Peru
Chocolarder,Dominican Republic,2015,80.0,U.K.,2.5,Blend,Dominican Republic
Chocola'te,Madagascar,2011,70.0,U.S.A.,3.75,Trinitario,Madagascar
Chocola'te,Venezuela,2011,68.0,U.S.A.,3.75,Blend,Venezuela
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",2016,90.0,U.S.A.,2.5,Blend,Peru
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",2016,80.0,U.S.A.,2.5,Blend,Other
Chocolate Con Amor,Wild Bolivian,2016,70.0,U.S.A.,2.5,Blend,Bolivia
Chocolate Con Amor,Uganda,2016,70.0,U.S.A.,2.75,Blend,Uganda
Chocolate Con Amor,Dominican Republic,2016,60.0,U.S.A.,3.0,Blend,Dominican Republic
Chocolate Con Amor,Dominican Republic,2016,75.0,U.S.A.,3.0,Blend,Dominican Republic
Chocolate Con Amor,Ocumare,2016,80.0,U.S.A.,3.0,Criollo (Ocumare),Venezuela
Chocolate Con Amor,Ecuador,2016,70.0,U.S.A.,3.25,Blend,Ecuador
Chocolate Con Amor,Nicaragua,2016,80.0,U.S.A.,2.75,Blend,Nicaragua
Chocolate Conspiracy,Peru,2014,74.0,U.S.A.,2.75,Blend,Peru
Chocolate Makers,Tres Hombres,2015,75.0,Amsterdam,3.25,Trinitario,Dominican Republic
Chocolate Makers,"Congo, Gorilla bar",2015,68.0,Amsterdam,3.5,Forastero,Congo
Chocolate Makers,"Peru, Awagum bar",2015,80.0,Amsterdam,3.75,Criollo,Peru
"Chocolate Tree, The",Maranon,2015,69.0,Scotland,3.75,Forastero (Nacional),Peru
"Chocolate Tree, The",Carenero Superior,2015,80.0,Scotland,3.75,Trinitario,Venezuela
"Chocolate Tree, The",Peru,2013,70.0,Scotland,3.75,Forastero (Nacional),Peru
"Chocolate Tree, The",Ecuador,2012,82.0,Scotland,2.5,Forastero (Arriba),Ecuador
"Chocolate Tree, The",Peru,2012,68.0,Scotland,2.75,Criollo,Peru
"Chocolate Tree, The",Madagascar,2012,72.0,Scotland,3.25,Criollo,Madagascar
Chocolats Privilege,Xoconusco,2014,70.0,Canada,2.5,Criollo,Mexico
ChocoReko,Patanemo,2015,77.0,Japan,3.0,Criollo,Venezuela
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",2011,65.0,Canada,3.25,Blend,Mexico
Chocovic,Xoconusco,2010,71.0,Spain,3.25,Criollo,Mexico
Chocovic,Sambirano,2010,71.0,Spain,3.5,Trinitario,Madagascar
Chocovic,Kendari,2009,60.0,Spain,3.25,Blend,Other
Chocovic,Tarakan,2009,75.0,Spain,3.25,Blend,Other
Chocovic,Ocumare,2008,71.0,Spain,3.5,Criollo,Venezuela
Chocovic,"Bolivar, Guaranda",2007,71.0,Spain,2.5,Forastero (Arriba),Ecuador
Chocovic,Guyave,2007,71.0,Spain,2.5,Trinitario,Grenada
Chocovic,Maragda,2007,70.0,Spain,3.0,Blend,Other
Chocovivo,Tabasco,2015,65.0,U.S.A.,2.5,Trinitario,Mexico
Chocovivo,Tabasco,2015,75.0,U.S.A.,2.5,Trinitario,Mexico
Choklat,Ocumare,2009,80.0,Canada,2.5,Criollo,Venezuela
Choklat,"Porcelana, Tabasco",2009,70.0,Canada,2.75,Criollo,Mexico
Choklat,Brazilian,2009,70.0,Canada,3.0,Blend,Brazil
Choklat,Brazilian,2009,80.0,Canada,3.0,Blend,Brazil
Choklat,Ocumare,2009,70.0,Canada,3.0,Criollo,Venezuela
Chokolat Elot (Girard),Guadeloupe,2013,42.0,Martinique,2.75,Blend,Martinique
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",2016,75.0,Canada,3.25,Blend,Mexico
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",2011,68.0,Canada,3.75,Forastero (Nacional),Peru
Chuao Chocolatier,Choroni,2009,61.0,U.S.A.,3.0,Criollo,Venezuela
Chuao Chocolatier (Pralus),Chuao,2010,77.0,U.S.A.,2.75,Trinitario,Venezuela
Claudio Corallo,Terreiro Velho P.,2010,73.5,Sao Tome,3.75,Forastero,Sao Tome & Principe
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,2008,80.0,Sao Tome,3.0,Forastero,Sao Tome & Principe
Claudio Corallo,Terreiro Velho P.,2008,75.0,Sao Tome,4.0,Forastero,Sao Tome & Principe
Claudio Corallo,Principe,2008,100.0,Sao Tome,1.0,Forastero,Sao Tome & Principe
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",2015,73.0,U.S.A.,3.5,Blend,Ecuador
Coleman & Davis,Sambirano,2015,75.0,U.S.A.,3.0,Trinitario,Madagascar
Compania de Chocolate (Salgado),Sur del Lago,2010,70.0,Argentina,3.25,Blend,Venezuela
Compania de Chocolate (Salgado),Carenero Superior,2008,80.0,Argentina,2.75,Trinitario,Venezuela
Compania de Chocolate (Salgado),Moxos,2008,72.0,Argentina,3.25,Blend,Bolivia
Compania de Chocolate (Salgado),Ocumare,2008,70.0,Argentina,3.75,Criollo,Venezuela
Compania de Chocolate (Salgado),Esmeraldas,2008,88.0,Argentina,2.75,Forastero (Nacional),Ecuador
Condor,Camino Verde,2015,76.0,U.S.A.,3.5,Blend,Ecuador
Confluence,"Tien Giang, 2015, batch 10-2-16",2016,78.0,U.S.A.,2.75,Trinitario,Vietnam
Coppeneur,"Ecuador, Puristique",2013,65.0,Germany,3.25,Forastero (Nacional),Ecuador
Coppeneur,Ghana Puristique,2012,85.0,Germany,3.5,Forastero,Ghana
Coppeneur,Ecuador Puristique,2012,100.0,Germany,1.5,Blend,Ecuador
Coppeneur,Uba Budo,2012,72.0,Germany,3.75,Forastero,Sao Tome & Principe
Coppeneur,Madagascar,2012,70.0,Germany,3.5,Trinitario,Madagascar
Coppeneur,Grenada,2010,72.0,Germany,3.25,Trinitario,Grenada
Coppeneur,Chuao,2010,70.0,Germany,3.0,Trinitario,Venezuela
Coppeneur,"Los Rios, H. Iara",2010,72.0,Germany,2.5,Nacional,Ecuador
Coppeneur,Trinidad,2010,72.0,Germany,3.0,Trinitario,Trinidad
Coppeneur,Jamaica,2010,72.0,Germany,3.25,Trinitario,Jamaica
Coppeneur,Ocumare 61,2010,72.0,Germany,3.25,Criollo (Ocumare 61),Venezuela
Coppeneur,"Porcelana, Apotequil",2009,72.0,Germany,3.0,Criollo,Peru
Coppeneur,"Porcelana, Apotequil",2009,62.0,Germany,3.25,Criollo,Peru
Coppeneur,Chuao 100hr,2009,70.0,Germany,3.5,"Criollo, Trinitario",Venezuela
Coppeneur,Chuao 70hr,2009,70.0,Germany,3.75,"Criollo, Trinitario",Venezuela
Coppeneur,"Porcelana, Tabasco, Mexico",2008,72.0,Germany,3.0,Criollo,Mexico
Coppeneur,"Porcelana, Venezuela",2008,72.0,Germany,3.0,Criollo (Porcelana),Venezuela
Coppeneur,"Sambirano, Menava P.",2007,72.0,Germany,3.0,Trinitario,Madagascar
Cote d' Or (Kraft),Sensations Intense,2006,70.0,Belgium,1.0,Blend,Other
Cravve,New Ireland,2014,70.0,Australia,2.5,Forastero,Papua New Guinea
Cravve,"Vanuatu, batch 2410",2014,83.0,Australia,2.75,Trinitario,Vanuatu
Cravve,"Tanzania, batch a1",2012,75.0,Australia,3.25,Forastero,Tanzania
Cravve,"Bahia, batch a1213",2012,65.0,Australia,3.25,Trinitario,Brazil
Cravve,"Namau Village, N. Taileva P., batch a2812",2012,67.0,Australia,3.25,Trinitario,Fiji
Cravve,Vanuatu,2012,64.0,Australia,3.25,Trinitario,Vanuatu
Cravve,Djual Island,2012,75.0,Australia,3.5,Forastero,Papua New Guinea
Creo,"""heirloom"", Arriba Nacional",2016,85.0,U.S.A.,3.25,Forastero (Nacional),Ecuador
Creo,"""heirloom"", Arriba Nacional",2016,73.0,U.S.A.,3.75,Forastero (Nacional),Ecuador
Daintree,Goodman Estate,2015,70.0,Australia,2.75,Blend,Australia
Daintree,"Daintree Estates, N. Queensland",2011,70.0,Australia,3.25,Blend,Australia
Dalloway,"Dominican Republic, batch 7",2017,72.0,U.S.A.,2.75,Blend,Dominican Republic
Damson,Robson Estate,2015,70.0,U.K.,3.0,Trinitario,Trinidad
Damson,Los Rios,2015,70.0,U.K.,3.5,Blend,Ecuador
Damson,Crayfish Bay aka Non Pariel Estate,2015,70.0,U.K.,2.25,Blend,Grenada
Damson,O'Payo,2015,70.0,U.K.,2.75,Blend,Nicaragua
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",2016,70.0,U.S.A.,3.75,Blend,Other
Dandelion,"Maya Mtn., Break Bar- Snark",2015,70.0,U.S.A.,3.0,Trinitario,Belize
Dandelion,Maya Mountain,2014,70.0,U.S.A.,3.5,Trinitario,Belize
Dandelion,"Camino Verde P., Balao, Guayas, 2013",2014,70.0,U.S.A.,3.5,Blend,Ecuador
Dandelion,Buto,2014,70.0,U.S.A.,2.75,Blend,Liberia
Dandelion,"San Francisco de Macoris, Cibao region",2014,70.0,U.S.A.,3.75,Blend,Dominican Republic
Dandelion,"Cumboto, farmer Jose Lugo",2013,70.0,U.S.A.,2.75,Blend,Venezuela
Dandelion,Patanemo,2013,70.0,U.S.A.,3.25,Blend,Venezuela
Dandelion,"Mantuano, 2012",2013,70.0,U.S.A.,3.5,Blend,Venezuela
Dandelion,Papua New Guinea,2013,70.0,U.S.A.,3.5,Blend,Papua New Guinea
Dandelion,Upala,2012,70.0,U.S.A.,3.0,Blend,Costa Rica
Dandelion,Colombian,2012,70.0,U.S.A.,3.25,Blend,Colombia
Dandelion,"Elvesia, 2011",2012,70.0,U.S.A.,3.75,Blend,Dominican Republic
Dandelion,Dominican Republic,2011,70.0,U.S.A.,3.25,Blend,Dominican Republic
Dandelion,Madagascar,2011,70.0,U.S.A.,3.25,Trinitario,Madagascar
Dandelion,Tanzania,2011,70.0,U.S.A.,3.25,Blend,Tanzania
Danta,Los Ujuxtes,2014,82.0,Guatemala,3.25,Blend,Guatemala
Danta,Chuao,2012,75.0,Guatemala,3.0,Trinitario,Venezuela
Danta,Los Ujuxtes,2012,70.0,Guatemala,3.75,Blend,Guatemala
Danta,Sambirano,2012,70.0,Guatemala,3.75,Trinitario,Madagascar
Danta,Las Acacias E.,2012,70.0,Guatemala,4.0,Criollo,Guatemala
Danta,"Oscuro, Finca Chimelb",2012,70.0,Guatemala,3.25,Blend,Guatemala
Danta,Los Ujuxtes,2011,60.0,Guatemala,3.5,Blend,Guatemala
Danta,Las Acacias E.,2009,75.0,Guatemala,3.0,Criollo,Guatemala
Danta,Las Acacias E.,2009,60.0,Guatemala,3.25,Criollo,Guatemala
DAR,"Venezuela, batch 122",2016,72.0,U.S.A.,2.75,Blend,Venezuela
DAR,Vietnam,2016,72.0,U.S.A.,3.0,Trinitario,Vietnam
DAR,"DUO, batch 002",2016,70.0,U.S.A.,3.25,Blend,"Ecuador, Costa Rica"
Dark Forest,Bolivia,2016,75.0,U.S.A.,3.25,Blend,Bolivia
Dark Forest,Madagascar,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar
Dark Forest,Ocumare,2015,70.0,U.S.A.,3.25,Blend,Venezuela
Dark Forest,Tanzania,2015,70.0,U.S.A.,3.0,Blend,Tanzania
Dark Forest,Ecuador,2015,70.0,U.S.A.,3.25,Blend,Ecuador
Davis,Ghana,2013,70.0,U.S.A.,2.5,Forastero,Ghana
Davis,Rainforest,2013,70.0,U.S.A.,2.75,Blend,Dominican Republic
Davis,Venezuela,2013,70.0,U.S.A.,2.75,Blend,Venezuela
Davis,West Africa,2012,58.0,U.S.A.,3.25,Forastero,West Africa
De Mendes,"Nativo, Varzea",2015,72.0,Brazil,3.5,Blend,Brazil
De Mendes,"Selvagem, Jari",2015,65.0,Brazil,3.5,Blend,Brazil
De Villiers,Bundibugyo District,2016,70.0,South Africa,2.5,Forastero,Uganda
De Villiers,"Sambirano Valley, batch 2477",2016,70.0,South Africa,3.0,Blend,Madagascar
Dean and Deluca (Belcolade),Madagascar,2007,66.0,U.S.A.,2.5,Trinitario,Madagascar
Dean and Deluca (Belcolade),Costa Rica,2007,64.0,U.S.A.,3.0,Blend,Costa Rica
Dean and Deluca (Belcolade),Ecuador,2007,71.0,U.S.A.,3.0,Blend,Ecuador
Dean and Deluca (Belcolade),Ghana,2007,60.0,U.S.A.,3.0,Forastero,Ghana
Dean and Deluca (Belcolade),Papua New Guinea,2007,64.0,U.S.A.,3.0,Blend,Papua New Guinea
Dean and Deluca (Belcolade),Peru,2007,64.0,U.S.A.,3.0,Blend,Peru
Debauve & Gallais (Michel Cluizel),Papua New Guinea,2009,64.0,France,3.0,Blend,Papua New Guinea
Debauve & Gallais (Michel Cluizel),Venezuela,2008,66.0,France,3.75,Blend,Venezuela
Desbarres,"Kilombero, batch 41",2016,72.0,Canada,2.5,Blend,Tanzania
DeVries,Bolivian,2008,80.0,U.S.A.,2.75,Blend,Bolivia
DeVries,Costa Rica,2007,77.0,U.S.A.,3.5,Trinitario,Costa Rica
DeVries,Dominican Republic,2007,77.0,U.S.A.,3.5,Blend,Dominican Republic
Dick Taylor,Lanquin Estate,2017,70.0,U.S.A.,3.75,Blend,Guatemala
Dick Taylor,Tien Giang,2016,78.0,U.S.A.,3.5,Trinitario,Vietnam
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",2015,70.0,U.S.A.,3.75,Blend,Bolivia
Dick Taylor,Elvesia,2014,74.0,U.S.A.,3.5,Blend,Dominican Republic
Dick Taylor,"Ecuador, Choc. Garage Exclusive",2013,70.0,U.S.A.,3.25,Blend,Ecuador
Dick Taylor,Camino Verde,2013,76.0,U.S.A.,3.5,Blend,Ecuador
Dick Taylor,Bolivia,2012,75.0,U.S.A.,2.75,Blend,Bolivia
Dick Taylor,Belize,2012,72.0,U.S.A.,2.75,Trinitario,Belize
Dick Taylor,Sambirano,2011,80.0,U.S.A.,2.75,Trinitario,Madagascar
Dick Taylor,Sambirano,2011,72.0,U.S.A.,3.0,Trinitario,Madagascar
Dick Taylor,Mantuano,2011,75.0,U.S.A.,2.75,Criollo,Venezuela
Dick Taylor,La Red,2011,74.0,U.S.A.,3.0,Blend,Dominican Republic
Dick Taylor,Ecuador,2011,70.0,U.S.A.,3.25,Blend,Ecuador
Doble & Bignall,Puerto Cabello,2015,85.0,U.K.,3.0,Blend,Venezuela
Doble & Bignall,"Panama, Raven",2014,72.0,U.K.,3.25,Blend,Panama
Doble & Bignall,"Puerto Cabello, Mantuano",2014,72.0,U.K.,3.25,Trinitario,Venezuela
Doble & Bignall,Johe,2014,72.0,U.K.,3.5,"Criollo, Trinitario",Nicaragua
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",2009,70.0,U.S.A.,3.75,Blend,Hawaii
Dolfin (Belcolade),Africa,2008,88.0,Belgium,3.0,Forastero,West Africa
Dolfin (Belcolade),Noir,2006,70.0,Belgium,1.5,Blend,Other
Domori,Hacienda Victoria,2015,70.0,Italy,3.75,Blend,Ecuador
Domori,Ocumare 77,2015,70.0,Italy,3.75,Criollo (Ocumare 77),Venezuela
Domori,"IL100, H. San Jose",2013,100.0,Italy,3.0,Criollo,Venezuela
Domori,Morogoro,2012,70.0,Italy,3.5,Blend,Tanzania
Domori,Guasare,2012,70.0,Italy,3.75,Criollo,Venezuela
Domori,"Canoabo, Hacienda San Jose",2011,70.0,Italy,3.5,Criollo,Venezuela
Domori,"Chuao, Hacienda San Jose",2010,70.0,Italy,3.0,Trinitario,Venezuela
Domori,"Carupano, H. San Jose",2008,70.0,Italy,3.0,Trinitario,Venezuela
Domori,Teyuna,2008,70.0,Italy,3.0,Blend,Colombia
Domori,Blend No. 1,2008,78.0,Italy,3.5,Blend,Other
Domori,Ilblend,2008,70.0,Italy,3.75,Blend,Other
Domori,Porcelana,2007,70.0,Italy,4.0,Criollo (Porcelana),Venezuela
Domori,"Ocumare 61, Puertomar",2007,75.0,Italy,3.25,Criollo (Ocumare 61),Venezuela
Domori,Granella,2007,60.0,Italy,3.25,Trinitario,Venezuela
Domori,Madagascar,2007,70.0,Italy,3.5,Trinitario,Madagascar
Domori,Madagared,2007,70.0,Italy,3.5,Criollo,Madagascar
Domori,"Java, Javablond",2007,70.0,Italy,3.75,Criollo,Indonesia
Domori,Ecuador,2007,70.0,Italy,4.0,Forastero (Arriba),Ecuador
Domori,"Ocumare 67, Puertofino",2007,70.0,Italy,4.0,Criollo (Ocumare 67),Venezuela
Domori,Sur del Lago Classificado,2006,70.0,Italy,3.0,Trinitario,Venezuela
Domori,Apurimac,2006,70.0,Italy,3.25,Trinitario,Peru
Domori,Carenero Superior,2006,70.0,Italy,3.5,Trinitario,Venezuela
Dormouse,Non Pariel Estate,2016,75.0,U.K.,2.75,Trinitario,Grenada
Dormouse,"Rio Caribe, Batch 7",2015,70.0,U.K.,2.5,Trinitario,Venezuela
Dormouse,"Colombia, Batch 9",2015,80.0,U.K.,2.75,"Criollo, Trinitario",Colombia
Dormouse,"Madagascar, Batch 8",2015,77.0,U.K.,2.75,"Criollo, Trinitario",Madagascar
Duffy's,"Rio Dulce, Xoco",2015,70.0,U.K.,4.0,Criollo,Guatemala
Duffy's,"Chuno, Xoco",2014,70.0,U.K.,3.5,Criollo,Nicaragua
Duffy's,"Rico Rugoso, Xoco",2014,76.0,U.K.,3.75,Criollo,Nicaragua
Duffy's,Ocumare,2012,72.0,U.K.,3.75,Blend,Venezuela
Duffy's,"Indio Rojo, Xoco",2011,72.0,U.K.,3.75,Criollo,Honduras
Duffy's,Dominican Republic,2011,65.0,U.K.,3.5,Blend,Dominican Republic
Duffy's,"Bocas del Toro, Tierra Oscura",2011,72.0,U.K.,3.0,Blend,Panama
Duffy's,"Nicaliso, Xoco",2011,71.0,U.K.,3.25,Criollo,Nicaragua
Duffy's,Ocumare,2011,71.0,U.K.,3.5,Blend,Venezuela
Duffy's,Panama,2010,70.0,U.K.,3.5,Blend,Panama
Duffy's,"Corazon del Ecuador, Calceta beans",2010,72.0,U.K.,3.75,Blend,Ecuador
Duffy's,Star of Ecuador,2010,70.0,U.K.,2.5,Blend,Ecuador
Duffy's,Star of Peru,2010,70.0,U.K.,3.75,Blend,Peru
Dulcinea,Dominican Republic,2015,70.0,U.S.A.,3.25,Blend,Dominican Republic
Durand,Madagascar,2012,82.0,France,2.75,Trinitario,Madagascar
Durci,"Maranon, Joya Rara",2015,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
Durci,"Rio Caribe, Tepui Treasure",2015,70.0,U.S.A.,3.5,Trinitario,Venezuela
Durci,Taino Secret,2015,70.0,U.S.A.,3.25,Blend,Domincan Republic
Durci,"Carenero, Empyrean Sabor",2015,70.0,U.S.A.,3.25,Trinitario,Venezuela
Durci,Corona Arriba,2015,70.0,U.S.A.,4.0,Blend,Ecuador
East Van Roasters,Peru,2014,70.0,Canada,3.25,Blend,Peru
East Van Roasters,Madagascar,2014,70.0,Canada,3.5,Trinitario,Madagascar
East Van Roasters,Dominican Republic,2014,70.0,Canada,3.75,Blend,Dominican Republic
Eau de Rose,Tumaco,2016,70.0,Canada,3.25,Blend,Colombia
Eau de Rose,Arauca,2016,70.0,Canada,3.25,Blend,Colombia
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",2012,72.0,U.S.A.,2.75,Forastero (Nacional),Peru
Edelmond,Porcelana,2016,68.0,Germany,3.0,Criollo,Venezuela
El Ceibo,"Alto Beni, Covendo Region",2011,75.0,Bolivia,3.75,Blend,Bolivia
El Ceibo,Alto Beni,2008,71.0,Bolivia,2.75,Blend,Bolivia
El Rey,San Joaquin,2015,70.0,Venezuela,3.75,Blend,Venezuela
El Rey,"Rio Caribe, Cariaco",2009,60.5,Venezuela,2.75,Trinitario,Venezuela
El Rey,"Rio Caribe, Macuro",2009,70.0,Venezuela,3.0,Trinitario,Venezuela
El Rey,"Carenero Superior, Apamate",2008,74.0,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior, Bucare",2008,58.0,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior, Mijao",2008,61.0,Venezuela,3.0,Criollo,Venezuela
El Rey,"Carenero Superior, Gran Saman",2006,70.0,Venezuela,2.75,Criollo,Venezuela
Emerald Estate,Emerald Estate,2013,60.0,St. Lucia,2.75,Blend,St. Lucia
Emerald Estate,Emerald Estate,2013,70.0,St. Lucia,3.25,Blend,St. Lucia
Emily's,Patanemo,2015,79.0,Japan,3.0,Blend,Venezuela
Emily's,Peru,2015,78.0,Japan,3.5,Criollo,Peru
ENNA,"Wampusirpi, batch 007",2016,75.0,U.S.A.,3.25,Blend,Honduras
Enric Rovira (Claudio Corallo),Terreiro Velho P.,2010,80.0,Spain,3.25,Forastero,Sao Tome & Principe
Erithaj (A. Morin),Ben Tre,2014,70.0,France,3.25,Trinitario,Vietnam
Erithaj (A. Morin),Ham Luong,2014,80.0,France,3.0,Trinitario,Vietnam
Erithaj (A. Morin),Ba Lai,2014,74.0,France,3.25,Trinitario,Vietnam
Escazu,Rio Caribe,2012,70.0,U.S.A.,2.75,Trinitario,Venezuela
Escazu,Guapiles,2009,65.0,U.S.A.,2.0,Blend,Costa Rica
Escazu,Carenero Superior,2009,81.0,U.S.A.,3.5,Criollo,Venezuela
Escazu,"Carenero, Guapiles, Ocumare blend",2009,74.0,U.S.A.,2.75,Blend,"Cost Rica, Ven"
