,Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,price(100g)
264,Dormouse,Non Pariel Estate,2016,75.0,U.K.,55.0,Trinitario,Grenada,124781.25000000003
265,Dormouse,"Colombia, Batch 9",2015,80.0,U.K.,55.0,"Criollo, Trinitario",Colombia,110000.0
266,Dormouse,"Madagascar, Batch 8",2015,77.0,U.K.,55.0,"Criollo, Trinitario",Madagascar,105875.0
267,Duffy's,"Rico Rugoso, Xoco",2014,76.0,U.K.,75.0,Criollo,Nicaragua,142500.0
268,Duffy's,Ocumare,2012,72.0,U.K.,75.0,Blend,Venezuela,135000.0
269,Duffy's,"Indio Rojo, Xoco",2011,72.0,U.K.,75.0,Criollo,Honduras,135000.0
270,Duffy's,"Bocas del Toro, Tierra Oscura",2011,72.0,U.K.,60.0,Blend,Panama,108000.0
271,Duffy's,"Nicaliso, Xoco",2011,71.0,U.K.,65.0,Criollo,Nicaragua,115375.0
272,Duffy's,Ocumare,2011,71.0,U.K.,70.0,Blend,Venezuela,124250.0
273,Duffy's,"Corazon del Ecuador, Calceta beans",2010,72.0,U.K.,75.0,Blend,Ecuador,135000.0
274,Durand,Madagascar,2012,82.0,France,55.0,Trinitario,Madagascar,136427.50000000003
275,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",2012,72.0,U.S.A.,55.0,Forastero (Nacional),Peru,99000.0
276,El Ceibo,"Alto Beni, Covendo Region",2011,75.0,Bolivia,75.0,Blend,Bolivia,140625.0
277,El Ceibo,Alto Beni,2008,71.0,Bolivia,55.0,Blend,Bolivia,97625.0
278,El Rey,"Carenero Superior, Apamate",2008,74.0,Venezuela,50.0,Criollo,Venezuela,92500.0
279,Emily's,Patanemo,2015,79.0,Japan,60.0,Blend,Venezuela,118500.0
280,Emily's,Peru,2015,78.0,Japan,70.0,Criollo,Peru,136500.0
281,ENNA,"Wampusirpi, batch 007",2016,75.0,U.S.A.,65.0,Blend,Honduras,121875.0
282,Enric Rovira (Claudio Corallo),Terreiro Velho P.,2010,80.0,Spain,65.0,Forastero,Sao Tome & Principe,130000.0
283,Erithaj (A. Morin),Ham Luong,2014,80.0,France,60.0,Trinitario,Vietnam,145200.0
284,Erithaj (A. Morin),Ba Lai,2014,74.0,France,65.0,Trinitario,Vietnam,145502.5
285,Escazu,Carenero Superior,2009,81.0,U.S.A.,70.0,Criollo,Venezuela,141750.0
286,Escazu,"Carenero, Guapiles, Ocumare blend",2009,74.0,U.S.A.,55.0,Blend,"Cost Rica, Ven",101750.0
287,Escazu,Ocumare,2008,72.0,U.S.A.,60.0,Criollo,Venezuela,108000.0
288,Ethereal,Belize,2014,80.0,U.S.A.,60.0,Trinitario,Belize,145200.0
289,Ethereal,Ecuador,2014,80.0,U.S.A.,70.0,Blend,Ecuador,140000.0
290,Ethereal,Dominican Republic,2014,80.0,U.S.A.,75.0,Blend,Dominican Republic,150000.0
291,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",2010,75.0,U.S.A.,55.0,Blend,Brazil,103125.0
292,Feitoria Cacao,Blue Mountain,2016,76.0,Portugal,60.0,Blend,Jamaica,114000.0
293,Feitoria Cacao,Cuyagua,2016,76.0,Portugal,50.0,Blend,Venezuela,95000.0
294,Feitoria Cacao,Maya Mountain,2016,76.0,Portugal,55.0,Trinitario,Belize,126445.00000000003
295,Felchlin,Elvesia P.,2006,74.0,Switzerland,60.0,"Trinitario, Criollo",Dominican Republic,111000.0
296,Felchlin,Arriba,2006,72.0,Switzerland,70.0,Forastero (Arriba),Ecuador,126000.0
297,Finca,Dominican Republic,2014,80.0,U.S.A.,60.0,Blend,Dominican Republic,120000.0
298,Finca,Dominican Republic,2014,85.0,U.S.A.,50.0,Blend,Dominican Republic,106250.0
299,Forever Cacao,Rio Eni,2014,72.0,U.K.,55.0,Criollo,Peru,99000.0
300,Forteza (Cortes),Puerto Rico,2016,80.0,Puerto Rico,55.0,Blend,Domincan Republic,110000.0
301,Fossa,"Camino Verde P., Balao, Guayas",2016,75.0,Singapore,70.0,Blend,Ecuador,131250.0
302,Frederic Blondeel,Peru Brutus,2015,75.0,Belgium,70.0,Blend,Peru,131250.0
303,Frederic Blondeel,Vietnam,2015,80.0,Belgium,60.0,Trinitario,Vietnam,145200.0
304,French Broad,Guatemala,2015,73.0,U.S.A.,70.0,Blend,Guatemala,127750.0
305,French Broad,San Andres,2014,80.0,U.S.A.,60.0,Blend,Costa Rica,120000.0
306,French Broad,"Palo Blanco w/ panela, Chulucanas",2012,81.0,U.S.A.,40.0,Blend,Peru,81000.0
307,Fresco,"Conacado, #223, MR, SC",2013,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
308,Fresco,"Conacado, #224, MR, MC",2013,72.0,U.S.A.,75.0,Blend,Dominican Republic,135000.0
309,Fresco,"Sambirano Valley, #216, MR, LC",2012,74.0,U.S.A.,80.0,Trinitario,Madagascar,179080.0
310,Fresco,"Ghana, #211, MR, MC",2011,74.0,U.S.A.,55.0,Forastero,Ghana,101750.0
311,Fresco,"Conacado, #212, LR, SC",2011,72.0,U.S.A.,70.0,Blend,Dominican Republic,126000.0
312,Fresco,"Sambirano Valley, #214, LR, MC",2011,74.0,U.S.A.,55.0,Trinitario,Madagascar,123117.50000000003
313,Fresco,"Conacado, #213, DR, -C",2011,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
314,Fresco,"Sambirano Valley, #215, MR, MC",2011,74.0,U.S.A.,60.0,Trinitario,Madagascar,134310.00000000003
315,Fresco,"Chuao, #218, MR, MC",2011,76.0,U.S.A.,65.0,Trinitario,Venezuela,149435.0
316,Fresco,"Jamaica, #204, DR, SC",2009,80.0,U.S.A.,55.0,Trinitario,Jamaica,133100.00000000003
317,Friis Holm (Bonnat),La Dalia,2015,85.0,Denmark,65.0,Blend,Nicaragua,138125.0
318,Fruition,"Wild Bolivian, Batch 2",2016,74.0,U.S.A.,75.0,Beniano,Bolivia,138750.0
319,Fruition,"Coto Brus, Heirloom, Batch 1",2016,74.0,U.S.A.,80.0,Amazon mix,Costa Rica,148000.0
320,Fruition,Maranon,2014,76.0,U.S.A.,60.0,Forastero (Nacional),Peru,114000.0
321,Fruition,Camino Verde,2013,75.0,U.S.A.,60.0,Blend,Ecuador,112500.0
322,Garden Island,"Kaua'I, Alea Estate +world",2014,85.0,U.S.A.,50.0,Blend,Hawaii,106250.0
323,Georgia Ramon,Conacado Coop,2015,80.0,Germany,70.0,Trinitario,Domincan Republic,169400.0
324,Georgia Ramon,Akesson P.,2015,75.0,Germany,70.0,Trinitario,Madagascar,158812.5
325,Goodnow Farms,"Almendra Blanca, batch 1004",2016,77.0,U.S.A.,55.0,Blend,Mexico,105875.0
326,Goodnow Farms,"El Carmen, batch 1003",2016,77.0,U.S.A.,65.0,Blend,Nicaragua,125125.0
327,Goodnow Farms,"Asochivite, batch 1005",2016,77.0,U.S.A.,65.0,Blend,Guatemala,125125.0
328,Grand Place,"Ben Tre, Dong Nai",2011,72.0,Vietnam,60.0,Trinitario,Vietnam,130680.00000000003
329,Grenada Chocolate Co.,Grenada,2010,82.0,Grenada,65.0,Trinitario,Grenada,161232.5
330,Grenada Chocolate Co.,Grenada,2008,71.0,Grenada,50.0,Trinitario,Grenada,107387.50000000003
331,Guido Castagna,Lacri Blend,2009,76.0,Italy,60.0,Blend,Venezuela,114000.0
332,Guittard,Coucher du Soleil,2011,72.0,U.S.A.,55.0,Blend,Other,99000.0
333,Guittard,Onyx,2011,72.0,U.S.A.,65.0,Blend,Other,117000.0
334,Guittard,Nocturne,2009,91.0,U.S.A.,60.0,Blend,Other,136500.0
335,Guittard,Quetzalcoatl,2007,72.0,U.S.A.,70.0,Blend,Other,126000.0
336,Habitual,Papua New Guinea,2014,80.0,Canada,55.0,Blend,Papua New Guinea,110000.0
337,Habitual,Campesino w/ nibs,2014,74.0,Canada,55.0,Blend,Other,101750.0
338,Habitual,Dominican Republic,2014,75.0,Canada,65.0,Blend,Dominican Republic,121875.0
339,Habitual,Amazonas,2014,80.0,Canada,60.0,Blend,Other,120000.0
340,Habitual,one hundred,2014,100.0,Canada,40.0,Blend,Other,100000.0
341,Hachez,Arriba,2007,77.0,Germany,50.0,Forastero (Arriba),Ecuador,96250.0
342,Harper Macaw,"Vale do Juliana, w/ nibs",2016,85.0,U.S.A.,65.0,Blend,Brazil,138125.0
343,Harper Macaw,"Tome Acu E., Amazon Rainforest",2015,77.0,U.S.A.,70.0,Blend,Brazil,134750.0
344,Harper Macaw,"Vale do Juliana E., Atlantic Forest",2015,74.0,U.S.A.,70.0,Blend,Brazil,129500.0
345,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",2016,74.0,U.S.A.,70.0,Amazon mix,Costa Rica,129500.0
346,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",2016,72.0,U.S.A.,70.0,Blend,Hawaii,126000.0
347,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",2016,77.0,U.S.A.,70.0,EET,Ecuador,134750.0
348,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",2016,72.0,U.S.A.,80.0,Beniano,Bolivia,144000.0
349,hello cocoa,Venezuela,2015,74.0,U.S.A.,70.0,Criollo,Venezuela,129500.0
350,hexx,Madagascar,2015,74.0,U.S.A.,60.0,Trinitario,Madagascar,134310.00000000003
351,hexx,Ecuador,2015,73.0,U.S.A.,65.0,Blend,Ecuador,118625.0
352,Hogarth,Carenero Superior,2016,72.0,New Zealand,55.0,Trinitario,Venezuela,119790.00000000003
353,Hogarth,Conacado,2016,75.0,New Zealand,65.0,Trinitario,Domincan Republic,147468.75
354,Hoja Verde (Tulicorp),Arriba,2009,80.0,Ecuador,40.0,Forastero (Arriba) ASS,Ecuador,80000.0
355,Hoja Verde (Tulicorp),Manabi,2009,80.0,Ecuador,50.0,Forastero (Arriba) ASS,Ecuador,100000.0
356,Hoja Verde (Tulicorp),Arriba,2009,72.0,Ecuador,60.0,Forastero (Arriba) ASS,Ecuador,108000.0
357,Holy Cacao,Hispaniola w/ nibs,2009,75.0,Israel,75.0,Blend,Dominican Republic,140625.0
358,Honest,"Ecuador, w/ nibs",2014,72.0,South Africa,50.0,Blend,Ecuador,90000.0
359,Hotel Chocolat,"Island Growers, 2012, 120hr c.",2013,100.0,U.K.,35.0,Trinitario,St. Lucia,105875.00000000003
360,Hotel Chocolat (Coppeneur),Trinidad,2013,75.0,U.K.,60.0,Trinitario,Trinidad,136125.00000000003
361,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,2013,80.0,U.K.,70.0,Trinitario,Vietnam,169400.0
362,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",2013,90.0,U.K.,60.0,Forastero (Nacional),Ecuador,135000.0
363,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",2013,72.0,U.K.,60.0,Trinitario,Madagascar,130680.00000000003
364,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",2013,82.0,U.K.,70.0,Forastero (Nacional),Ecuador,143500.0
365,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",2013,100.0,U.K.,55.0,Blend,Peru,137500.0
366,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",2013,100.0,U.K.,50.0,Forastero (Nacional),Ecuador,125000.0
367,Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",2013,100.0,U.K.,55.0,Blend,Dominican Republic,137500.0
368,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",2011,80.0,U.K.,60.0,Forastero (Nacional),Ecuador,120000.0
369,Hotel Chocolat (Coppeneur),St. Lucia,2008,72.0,U.K.,60.0,Blend,St. Lucia,108000.0
370,Hotel Chocolat (Coppeneur),Uganda,2008,80.0,U.K.,50.0,Forastero,Uganda,100000.0
371,Hotel Chocolat (Coppeneur),Tanzania,2008,75.0,U.K.,55.0,Blend,Tanzania,103125.0
372,Hotel Chocolat (Coppeneur),Uba Budo,2008,72.0,U.K.,60.0,Forastero,Sao Tome,108000.0
373,Idilio (Felchlin),"Chuao, Venezuela",2013,72.0,Switzerland,75.0,Trinitario,Venezuela,163350.0
374,Idilio (Felchlin),Coopertiva Amazona,2011,72.0,Switzerland,75.0,Criollo,Venezuela,135000.0
375,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",2011,72.0,Switzerland,75.0,Blend,Venezuela,135000.0
376,Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",2011,72.0,Switzerland,65.0,Criollo,Venezuela,117000.0
377,Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",2011,72.0,Switzerland,75.0,Criollo,Venezuela,135000.0
378,Idilio (Felchlin),"Porcelana, Zulia",2011,74.0,Switzerland,80.0,Criollo,Venezuela,148000.0
379,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",2011,72.0,Switzerland,70.0,Criollo,Venezuela,126000.0
380,Idilio (Felchlin),Coopertiva Amazona w/ nibs,2011,72.0,Switzerland,80.0,Criollo,Venezuela,144000.0
381,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",2011,72.0,Switzerland,80.0,Blend,Venezuela,144000.0
382,Indi,Honduras,2014,77.0,U.S.A.,60.0,Blend,Honduras,115500.0
383,iQ Chocolate,"Satipo region, white label",2012,72.0,Scotland,55.0,Criollo,Peru,99000.0
384,iQ Chocolate,black label,2012,72.0,Scotland,60.0,Blend,Peru,108000.0
385,Isidro,Madagascar,2014,72.0,U.S.A.,70.0,Trinitario,Madagascar,152460.0
386,Isidro,Peru,2014,72.0,U.S.A.,45.0,Blend,Peru,81000.0
387,Isidro,Belize,2014,72.0,U.S.A.,65.0,Trinitario,Belize,141570.00000000003
388,Isidro,Dominican Republic,2014,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
389,Jacque Torres,Trinatario Treasure,2006,71.0,U.S.A.,40.0,Trinitario,Ghana,85910.0
390,Kah Kow,"Rizek Cacao, Domin. Rep.",2013,82.0,Domincan Republic,60.0,Blend,Dominican Republic,123000.0
391,Kallari (Ecuatoriana),Roberto,2008,75.0,Ecuador,55.0,Blend,Ecuador,103125.0
392,Kallari (Ecuatoriana),Diego/ original micro,2008,85.0,Ecuador,50.0,Blend,Ecuador,106250.0
393,Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,2008,85.0,Ecuador,55.0,Blend,Ecuador,116875.0
394,Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,2008,85.0,Ecuador,60.0,Blend,Ecuador,127500.0
395,Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,75.0,Ecuador,50.0,Blend,Ecuador,93750.0
396,Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,85.0,Ecuador,60.0,Blend,Ecuador,127500.0
397,Kaoka (Cemoi),Ecuador,2009,80.0,France,55.0,Blend,Ecuador,110000.0
398,Ki' Xocolatl,Dark,2009,72.0,Mexico,40.0,Blend,Mexico,72000.0
399,Kto,San Martin,2014,72.0,U.S.A.,50.0,Blend,Peru,90000.0
400,Kto,Ocumare,2014,72.0,U.S.A.,55.0,Blend,Venezuela,99000.0
401,Kto,Belize,2014,72.0,U.S.A.,60.0,Trinitario,Belize,130680.00000000003
402,Kto,Sambirano Valley,2014,72.0,U.S.A.,65.0,Trinitario,Madagascar,141570.00000000003
403,Kto,Belize,2014,90.0,U.S.A.,65.0,Trinitario,Belize,176962.5
404,Kto,Elvesia,2014,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
405,Kto,ROIG,2014,72.0,U.S.A.,65.0,Blend,Dominican Republic,117000.0
406,Kyya,Uganda,2014,72.5,U.S.A.,50.0,Forastero,Uganda,90625.0
407,Kyya,Hispaniola,2014,72.5,U.S.A.,60.0,Blend,Dominican Republic,108750.0
408,Kyya,Ecuador,2014,72.5,U.S.A.,50.0,Blend,Ecuador,90625.0
409,Kyya,Madagascar,2014,72.5,U.S.A.,60.0,Trinitario,Madagascar,131587.50000000003
410,L.A. Burdick (Felchlin),Peru,2012,74.0,U.S.A.,65.0,Blend,Peru,120250.0
411,L.A. Burdick (Felchlin),Quito,2011,74.0,U.S.A.,75.0,Blend,Ecuador,138750.0
412,L.A. Burdick (Felchlin),Grenada,2010,75.0,U.S.A.,65.0,Trinitario,Grenada,147468.75
413,L.A. Burdick (Felchlin),Dominican Republic,2010,74.0,U.S.A.,75.0,Blend,Dominican Republic,138750.0
414,L.A. Burdick (Felchlin),Venzuela,2010,71.0,U.S.A.,60.0,Blend,Venezuela,106500.0
415,La Maison du Chocolat (Valrhona),"Cuana, 2013",2013,74.0,France,55.0,Blend,"Africa, Carribean, C. Am.",101750.0
416,La Maison du Chocolat (Valrhona),"Cuana, 2008",2008,74.0,France,70.0,Blend,"Ven., Indonesia, Ecuad.",129500.0
417,La Oroquidea,Peruvian Amazon,2011,72.0,Peru,50.0,Blend,Peru,90000.0
418,Laia aka Chat-Noir,"Madagascar, Batch 59/100",2015,75.0,France,55.0,Trinitario,Madagascar,124781.25000000003
419,Laia aka Chat-Noir,"Vietnam, Batch 50/100",2015,75.0,France,55.0,Trinitario,Vietnam,124781.25000000003
420,Laia aka Chat-Noir,"Cuba, Batch 59/100",2015,75.0,France,60.0,Blend,Cuba,112500.0
421,Laia aka Chat-Noir,"Peru, Batch 51/100",2015,75.0,France,65.0,Blend,Peru,121875.0
422,Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",2015,75.0,France,60.0,Blend,Ivory Coast,112500.0
423,Laia aka Chat-Noir,"Sao Tome, Batch 151",2015,75.0,France,70.0,Forastero,Sao Tome,131250.0
424,Laia aka Chat-Noir,"Bahia, Batch 148",2015,75.0,France,65.0,Blend,Brazil,121875.0
425,Laia aka Chat-Noir,"Lam Dong, Batch 153",2015,75.0,France,75.0,Trinitario,Vietnam,170156.25
426,Lake Champlain (Callebaut),Tanzania,2009,75.0,U.S.A.,50.0,Blend,Tanzania,93750.0
427,L'Amourette,Rugoso,2016,80.0,U.S.A.,70.0,Trinitario,Nicaragua,169400.0
428,L'Amourette,Carenero Superior,2012,75.0,U.S.A.,60.0,Trinitario,Venezuela,136125.00000000003
429,L'Amourette,Rio Caribe,2012,75.0,U.S.A.,60.0,Trinitario,Venezuela,136125.00000000003
430,L'Amourette,Blend,2012,72.0,U.S.A.,60.0,Criollo,"Peru, Ecuador, Venezuela",108000.0
431,Levy,Sambirano,2014,71.0,Finland,70.0,Criollo,Madagascar,124250.0
432,Lillie Belle,Purple Haze,2012,75.0,U.S.A.,55.0,Blend,"Venezuela, Dom. Rep.",103125.0
433,Lillie Belle,"The Other One, Grand Cru",2012,74.0,U.S.A.,60.0,Blend,Dominican Republic,111000.0
434,Lindt & Sprungli,Excellence (US Version),2007,85.0,Switzerland,60.0,Blend,Other,127500.0
435,Lonohana,"Haleiwa E, O'ahu, 2014",2014,75.0,U.S.A.,75.0,Blend,Hawaii,140625.0
436,Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",2013,71.0,U.S.A.,60.0,Blend,Hawaii,106500.0
437,Lonohana,"Opaeula Estate, O'ahu, Ele'ele",2013,72.0,U.S.A.,60.0,Blend,Hawaii,108000.0
438,Love Bar,Nicaragua,2015,75.0,U.S.A.,40.0,Blend,Nicaragua,75000.0
439,Madecasse (Cinagra),Madagascar,2008,75.0,Madagascar,70.0,Trinitario,Madagascar,158812.5
440,Madre,Guadalcanal,2017,73.0,U.S.A.,70.0,Blend,Solomon Islands,127750.0
441,Madre,"Chiapas, Triple Cacao",2010,72.0,U.S.A.,55.0,Blend,Mexico,99000.0
442,Maglio,Africa,2008,75.0,Italy,40.0,Blend,Tanzania,75000.0
443,Malagasy (Chocolaterie Robert),Sambirano 2006,2007,75.0,Madagascar,55.0,Trinitario,Madagascar,124781.25000000003
444,Malagasy (Chocolaterie Robert),Mora Mora 2006,2007,73.0,Madagascar,70.0,Trinitario,Madagascar,154577.5
445,Mana,Ecuador,2015,74.0,U.S.A.,50.0,Blend,Ecuador,92500.0
446,Mana,Peru,2014,74.0,U.S.A.,50.0,Blend,Peru,92500.0
447,Mana,Venezuela,2014,74.0,U.S.A.,55.0,Blend,Venezuela,101750.0
448,Mana,Conacado,2012,74.0,U.S.A.,75.0,Blend,Dominican Republic,138750.0
449,Manoa,Markham Valley,2015,72.0,U.S.A.,70.0,Blend,Papua New Guinea,126000.0
450,Manoa,Coto Brus,2015,72.0,U.S.A.,75.0,Blend,Costa Rica,135000.0
451,Manoa,"Waiahole, O'ahu",2013,72.0,U.S.A.,75.0,Blend,Hawaii,135000.0
452,Manoa,"Liberia, #174",2012,72.0,U.S.A.,65.0,Blend,Liberia,117000.0
453,Manoa,"Hamakua, Hawaiian Crown, #176",2012,72.0,U.S.A.,55.0,Blend,Hawaii,99000.0
454,Manoa,Piura,2012,72.0,U.S.A.,60.0,Blend,Peru,108000.0
455,Manoa,"Oahu, Winward, #151, Maunawili district",2012,72.0,U.S.A.,65.0,Blend,Hawaii,117000.0
456,Manufaktura Czekolady,Kolumbia,2014,85.0,Poland,70.0,Blend,Colombia,148750.0
457,Map Chocolate,"Ben Tre, Surprise Valley",2016,75.0,U.S.A.,65.0,Trinitario,Vietnam,147468.75
458,Map Chocolate,Colombia,2015,75.0,U.S.A.,55.0,Blend,Colombia,103125.0
459,Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",2015,72.0,U.S.A.,60.0,Blend,Tanzania,108000.0
460,Map Chocolate,Le Chocolat Chaud,2015,78.0,U.S.A.,70.0,Blend,Honduras,136500.0
461,Marigold's Finest,Cacao Nib Crunch,2016,75.0,Canada,65.0,Blend,Other,121875.0
462,Marou,"Tan Phu Dong Island, Heart of Darkness",2015,85.0,Vietnam,65.0,Trinitario,Vietnam,167131.25
463,Marou,"Tan Phu Dong, Treasure Island",2013,75.0,Vietnam,70.0,Trinitario,Vietnam,158812.5
464,Marou,Ba Ria,2012,76.0,Vietnam,70.0,Trinitario,Vietnam,160930.0
465,Marou,Dong Nai,2012,72.0,Vietnam,70.0,Trinitario,Vietnam,152460.0
466,Marou,Ben Tre,2012,78.0,Vietnam,70.0,Trinitario,Vietnam,165165.0
467,Marou,Tien Giang,2012,80.0,Vietnam,60.0,Trinitario,Vietnam,145200.0
468,Marou,Lam Dong,2012,74.0,Vietnam,70.0,Trinitario,Vietnam,156695.0
469,Marsatta,Dominican Republic,2013,74.0,U.S.A.,45.0,Blend,Dominican Republic,83250.0
470,Marsatta,Dominican Republic,2013,89.0,U.S.A.,50.0,Blend,Dominican Republic,111250.0
471,Martin Mayer,Alto Beni,2016,76.0,Austria,55.0,Blend,Bolivia,104500.0
472,Martin Mayer,Pisa,2016,82.0,Austria,60.0,Blend,Haiti,123000.0
473,Martin Mayer,Tumaco,2016,74.0,Austria,65.0,Blend,Colombia,120250.0
474,Mast Brothers,Guatemala,2015,76.0,U.S.A.,60.0,Blend,Guatemala,114000.0
475,Mast Brothers,Tanzania,2015,74.0,U.S.A.,65.0,Blend,Tanzania,120250.0
476,Mast Brothers,French Laundry 20th Anniversary,2014,75.0,U.S.A.,75.0,Blend,"Peru, Belize",140625.0
477,Mast Brothers,Shake Shack,2012,73.0,U.S.A.,70.0,Blend,"Peru, Mad., Dom. Rep.",127750.0
478,Mast Brothers,Madagascar,2012,72.0,U.S.A.,50.0,Trinitario,,108900.00000000003
479,Mast Brothers,Chuao,2012,73.0,U.S.A.,55.0,Trinitario,Venezuela,121453.75000000003
480,Mast Brothers,Brooklyn Blend,2011,72.0,U.S.A.,70.0,Blend,Other,126000.0
481,Mast Brothers,"Chuao, Med. Roast",2011,76.0,U.S.A.,60.0,Trinitario,Venezuela,137940.00000000003
482,Mast Brothers,"Chuao, Light Roast",2011,81.0,U.S.A.,55.0,Trinitario,Venezuela,134763.75000000003
483,Mast Brothers,Papua New Guinea,2011,71.0,U.S.A.,55.0,Blend,Papua New Guinea,97625.0
484,Mast Brothers,San Martin,2011,75.0,U.S.A.,60.0,Blend,Peru,112500.0
485,Mast Brothers,Conacado,2011,73.0,U.S.A.,65.0,Blend,Dominican Republic,118625.0
486,Mast Brothers,"La Red de Guanconejo, N. Highlands coop",2011,74.0,U.S.A.,75.0,Blend,Dominican Republic,138750.0
487,Mast Brothers,Patanemo,2010,81.0,U.S.A.,55.0,Criollo,Venezuela,111375.0
488,Mast Brothers,Ocumare de la Costa,2010,75.0,U.S.A.,60.0,Blend,Venezuela,112500.0
489,Matale,"Malekula P., 2013",2013,72.0,Australia,70.0,Trinitario,Vanuatu,152460.0
490,Matale,"Kulili P., 2013",2013,74.0,Australia,80.0,Trinitario,Papua New Guinea,179080.0
491,Maverick,Tumbes,2014,82.0,U.S.A.,65.0,Criollo,Peru,133250.0
492,Mayacama,Hispaniola,2016,72.0,U.S.A.,60.0,Blend,Domincan Republic,108000.0
493,Menakao (aka Cinagra),Madagascar,2012,80.0,Madagascar,50.0,Trinitario,Madagascar,121000.00000000003
494,Menakao (aka Cinagra),Madagascar,2012,72.0,Madagascar,50.0,Trinitario,Madagascar,108900.00000000003
495,Mesocacao,El Salvador,2015,80.0,Honduras,55.0,Blend,El Salvador,110000.0
496,Mesocacao,Honduras,2014,80.0,Honduras,65.0,Blend,Honduras,130000.0
497,Mesocacao,"La Tronca, Matagalpa",2014,80.0,Honduras,70.0,Blend,Nicaragua,140000.0
498,Metiisto,Akesson Estate,2014,72.0,Sweden,70.0,Trinitario,Madagascar,152460.0
499,Michel Cluizel,Carre Grand Noir,2006,85.0,France,40.0,Blend,Other,85000.0
500,Michel Cluizel,Noir Infini,2006,99.0,France,40.0,Blend,Other,99000.0
501,Middlebury,Maya Mountain,2015,80.0,U.S.A.,70.0,Trinitario,Belize,169400.0
502,Middlebury,Oko Caribe,2015,75.0,U.S.A.,75.0,Blend,Dominican Republic,140625.0
503,Middlebury,"Patanemo, Epoch, Donaldo",2015,75.0,U.S.A.,75.0,Blend,Venezuela,140625.0
504,Middlebury,Kokoa Kamili,2015,75.0,U.S.A.,65.0,Blend,Tanzania,121875.0
505,Middlebury,La Red,2013,75.0,U.S.A.,50.0,Blend,Dominican Republic,93750.0
506,Middlebury,Belize,2013,80.0,U.S.A.,65.0,Trinitario,Belize,157300.0
507,Middlebury,Alto Beni,2012,75.0,U.S.A.,40.0,Criollo,Bolivia,75000.0
508,Mindo,Ecuador,2010,77.0,U.S.A.,55.0,Blend,Ecuador,105875.0
509,Mission,"Fazenda Camboa, Bahia",2016,75.0,Brazil,75.0,Blend,Brazil,140625.0
510,Moho,"Toledo District, w/ nibs",2013,73.0,U.S.A.,65.0,Trinitario,Belize,143536.25000000003
511,Moho,Toledo District,2013,72.0,U.S.A.,60.0,Trinitario,Belize,130680.00000000003
512,Monarque,Oko Caribe,2016,72.0,Canada,70.0,Blend,Dominican Republic,126000.0
513,Montecristi,Manabi,2015,85.0,Ecuador,70.0,Blend,Ecuador,148750.0
514,Muchomas (Mesocacao),Nicaragua,2015,80.0,U.S.A.,70.0,Blend,Nicaragua,140000.0
515,Mutari,"Oko Caribe, batch 1 SRB",2016,71.0,U.S.A.,55.0,Blend,Domincan Republic,97625.0
516,Mutari,"Tien Giang, batch 1 SRB",2016,80.0,U.S.A.,60.0,Trinitario,Vietnam,145200.0
517,Naive,"Maranon Canyon, Fortunato No. 4",2013,78.0,Lithuania,75.0,Forastero (Nacional),Peru,146250.0
518,Naive,Grenada,2012,71.0,Lithuania,50.0,Trinitario,Grenada,107387.50000000003
519,Na�ve,Chuao,2014,75.0,Lithuania,55.0,Trinitario,Venezuela,124781.25000000003
